Wunder Under High-Rise Tight Nulux,https://shop.lululemon.com/p/women-pants/Wunder-Under-Pant-NULUX-MD/_/prod8660085?color=35993,2.3 out of 5,1,Love,I love these leggings—they are soft and comfortable and the print is so pretty and vibrant. I’ve worn them running outside in 40 degree temps and inside for HIIT and barre workouts and they are perfect for everything.,5 out of 5,MARYND,"NEW YORK, NY",SWEATY GENERALIST,45-54,PETITE,,,,2019-01-08,0,2,{}
Wunder Under High-Rise Tight Nulux,https://shop.lululemon.com/p/women-pants/Wunder-Under-Pant-NULUX-MD/_/prod8660085?color=35993,2.3 out of 5,1,"Extremely cute, but won't stay on!","Love the print on these, mine have a very flattering curvy placement on the back side that makes my butt look rounder than it actually is... however, these tights fall down if you do anything but stand still in them. Wore them for a short run, and had to keep one hand clutching the waistband while I tried to get home without my pants around my knees. Decided I'd try to wear them for lifting/less active exercise and they won't even stay up while doing standing bicep curls and nothing else. Even tried them on a stationary bike, thinking they'd stay up in a more seated position. They do not. Chose my normal size. I do not have issues with any other Lulu tights, and I have quite a few... these simply will not stay on. I think the Nulux fabric, while smooth and cool and slippery and sleek, is not strong enough to grip the body without a drawstring cord at the waist.
Can't even wear them lounging around at home, they slip down while walking from the couch to the kitchen.",1 out of 5,WHIZZZZZ,ST. CHARLES IL,SWEATY GENERALIST,45-54,ATHLETIC,,print! adorable!,falls down immediately,2019-02-05,0,0,"{'LL_response_content': ""Dear Whizzzzz,\n\nThank you for taking the time to review the Wunder Under Pant (Hi-Rise) *Engineered Print Nulux. We stand behind the quality of our product, and we want to ensure that you're in gear that is performing well for you. I hear that this is not the case and would like to work with you to create a resolution. To carry on this conversation, we've sent you a follow up email. Chat soon!"", 'LL_response_date': 'February 5, 2019'}"
Wunder Under High-Rise Tight Nulux,https://shop.lululemon.com/p/women-pants/Wunder-Under-Pant-NULUX-MD/_/prod8660085?color=35993,2.3 out of 5,1,Perfect!,Love this fabric! And the high waist stays put on the mat even during roll ups!,5 out of 5,KATKLAW,TEXAS,DANCER,45-54,SLIM,,,,2019-02-02,0,0,{}
Wunder Under High-Rise Tight Nulux,https://shop.lululemon.com/p/women-pants/Wunder-Under-Pant-NULUX-MD/_/prod8660085?color=35993,2.3 out of 5,1,first time disappointed,I thought it was just me and I kept having to pull these up during workout. Then a lady asked me if I was having to pull them up all the time because she wanted to buy them and read the reviews about this problem. I never read the the reviews because I have never had a problem with WU before. I love the print but for the first time was disappointed with WU.,3 out of 5,MEEEOW,"LAS VEGAS, NV",SWEATY GENERALIST,45-54,ATHLETIC,,,,2019-01-26,0,0,"{'LL_response_content': ""Dear Meeeow,\n\nThank you for taking the time to share your feedback with us. I'm sorry to hear that the Wunder Under Pant (Hi-Rise) *Engineered Print Nulux is not performing for you. Give us a call at our Guest Education Centre (1.877.263.9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!"", 'LL_response_date': 'January 26, 2019'}"
Wunder Under High-Rise Tight Nulux,https://shop.lululemon.com/p/women-pants/Wunder-Under-Pant-NULUX-MD/_/prod8660085?color=35993,2.3 out of 5,1,Lovely print - not comfortable for work outs,"I took a chance and bought these on sale for around $90. I read the reviews and had reservations, but I went to the store and talked to one of the girls about the material and fit of the pants. Long story short, she convinced me, and I ordered the pants.
I greatly regret purchasing these. The print is absolutely beautiful but that’s where it stops for me. If I wear them a bit above my hips, the fabric rolls down while I am working out. If I don’t pull them over my hips and wear a bit lower, they sag and tend to ride down while I run (I did run 8 miles, but I expect it to make them to make it through my work out regardless). I also tried to wear them to yoga and same thing, they roll or fall and I found myself adjusting them all the time.
I tried the size I ordered at the store with a pant the girl said was equivalent, but it’s just uncomfortable once I got myself going during my work out.
I really wish I would have bought a different pair of pants with those $90. I own other Lululemon pants and swear by them, so this was a very expensive mistake and lesson for me. Unfortunately, I bought them in clearance so I can’t return.
Beautiful print. At least they will look pretty in my stuff-I-can’t-wear drawer. So disappointed.",2 out of 5,COLOMBIANCOMET,CALIFORNIA,RUNNER,25-34,ATHLETIC,snug,print,fit,2019-01-24,0,0,"{'LL_response_content': ""Dear ColombianComet,\n\nThank you for taking the time to review the Wunder Under Pant (Hi-Rise) *Engineered Print Nulux. I completely understand why you're disappointed with this and I'd love to help turn this around. To carry on this conversation, we've sent you a follow up email. Chat soon!"", 'LL_response_date': 'January 25, 2019'}"
Wunder Under High-Rise Tight Nulux,https://shop.lululemon.com/p/women-pants/Wunder-Under-Pant-NULUX-MD/_/prod8660085?color=35993,2.3 out of 5,1,Won't Stay Up,"I have these in the In Bloom print, which is beautiful. However, I can't get them to stay up and am constantly having to pull them up. It's distracting to a point that I don't think I can really wear them at all. This is my second pair of Wunder Unders, and I LOVE my other pair in the full-on luxtreme fabric. Unfortunately, I don't know what I can do with these.",1 out of 5,CHAMPYCHAMP,"LOS ANGELES, CA, USA",DANCER,25-34,ATHLETIC,roomy,pattern,won't stay up,2019-01-23,0,0,"{'LL_response_content': ""Dear Champychamp,\n\nThank you for taking the time to share your feedback with us. We're so sorry to hear that your Wunder Under Pant (Hi-Rise) *Engineered Print Nulux is not performing for you. We stand behind our gear and we'd love to get in touch. Keep an eye out for an email coming your way. Chat soon!"", 'LL_response_date': 'January 24, 2019'}"
Wunder Under High-Rise Tight Nulux,https://shop.lululemon.com/p/women-pants/Wunder-Under-Pant-NULUX-MD/_/prod8660085?color=35993,2.3 out of 5,1,Slippery unless wet,These are amazing and I love them except for the fact that they slip really bad until they’re sweaty. I am muscular and curvy . I generally don’t have a problem with things falling down except for Nulux.It is very comfortable though,4 out of 5,AVIDCLASSTAKER,"SACRAMENTO, CA",SWEATY GENERALIST,45-54,MUSCULAR,,comfort,slide down your hips when dry,2019-01-22,0,0,"{'LL_response_content': ""Dear AvidClassTaker,\n\nThank you for taking the time to review the Wunder Under Pant (Hi-Rise) *Engineered Print Nulux. We want you to know, feedback is at the heart of everything we do and we'd love to make this experience right for you. To carry on this conversation, we've sent you a follow up email. Chat soon!"", 'LL_response_date': 'January 23, 2019'}"
Wunder Under High-Rise Tight Nulux,https://shop.lululemon.com/p/women-pants/Wunder-Under-Pant-NULUX-MD/_/prod8660085?color=35993,2.3 out of 5,1,Stylish and functional,"These pants are a dream. Buttery soft material makes for an effective, comfortable work out. I never have to worry about the waist band getting uncomfortable. These pants are also so stylist. I get compliments on them every time I wear them!",5 out of 5,INSTRUCTORSARAH,MINNEAPOLIS,YOGI,25-34,ATHLETIC,,print,,2019-01-21,0,0,{}
Wunder Under High-Rise Tight Nulux,https://shop.lululemon.com/p/women-pants/Wunder-Under-Pant-NULUX-MD/_/prod8660085?color=35993,2.3 out of 5,2,Love it...,Love my new flowered pants; and on sale! We Made Too Much is my favorite link of all links on websites! Have gotten compliments on the pants!,5 out of 5,VAIL48,PHOENIX AZ,SWEATY GENERALIST,OVER 65,ATHLETIC,,,,2019-01-19,0,0,{}
Wunder Under High-Rise Tight Nulux,https://shop.lululemon.com/p/women-pants/Wunder-Under-Pant-NULUX-MD/_/prod8660085?color=35993,2.3 out of 5,2,Keep it all in with these,"Once I got over how tiny these look out of the package and tried them on, I was sold. The look tiny, but fit perfectly and hold everything right where it should be. I typically wear the super soft yoga pant with no compression so this is a nice change and great to dance in.",5 out of 5,ALLISONFROMSD,,,,,snug,pattern,,2019-01-18,0,0,{}
