"Fast & Free Full Length Tight Nulux 28""",https://shop.lululemon.com/p/what-we-love/Fast-And-Free-Full-Tight/_/prod9200031?color=27783,3.6 out of 5,1,Love Fast & Free and can't go back now,"I love the fast and free leggings for running and can't go back to my other leggings now. 1. they actually stay up on my waist, I have a larger bum and thighs in proportion to my waist so these will stretch over my larger parts and keep tight on my waist still. 2. no seam on the ankles! apparently my calves and ankles are also big because all the other tights with seams cut into my legs... but not this style! 3. Pockets!!! no more fiddling around with an arm band or a running waist pack to keep my phone or a cc card.",5 out of 5,ANONYMOUS,,RUNNER,25-34,CURVY,,,,2019-02-08,0,0,{}
"Fast & Free Full Length Tight Nulux 28""",https://shop.lululemon.com/p/what-we-love/Fast-And-Free-Full-Tight/_/prod9200031?color=27783,3.6 out of 5,1,Love these!,Absolutely love the fit and material and I get so many compliments. Will be ordering more,5 out of 5,XFITMOM2,CALIFORNIA,SWEATY GENERALIST,35-44,MUSCULAR,,fit,,2019-02-07,0,0,{}
"Fast & Free Full Length Tight Nulux 28""",https://shop.lululemon.com/p/what-we-love/Fast-And-Free-Full-Tight/_/prod9200031?color=27783,3.6 out of 5,1,Great Tights,This is my second pair of fast and free tight. Love the pocket. Love the high rise. Love the upgraded material. Most comfortable tight.,5 out of 5,CYNTHIAM,CALGARY,SWEATY GENERALIST,45-54,CURVY,,,,2019-02-07,0,0,{}
"Fast & Free Full Length Tight Nulux 28""",https://shop.lululemon.com/p/what-we-love/Fast-And-Free-Full-Tight/_/prod9200031?color=27783,3.6 out of 5,1,Amazing at first....but stretched out,"I originally loved these pants. After wear the pockets started to bag out and the pants themself became loose. I never used the pockets and used the pants for heavy lifting/strength training. They also showed sweat, which I get if I sweat then it is likely to show but I was hoping for more sweat wicking. If I were to recommend I would say to size down, I am a 4 in all lulu's but these just weren't the same after use. Not worth the money",2 out of 5,OTTAWAMOM1983,"OTTAWA, ON, CANADA",SWEATY GENERALIST,25-34,PETITE,,,loose,2019-02-07,0,0,"{'LL_response_content': ""Dear ottowamom1983,\n\nThank you for taking the time to share your feedback with us. We're so sorry to hear that your Fast & Free Tight is not performing for you. We stand behind our gear and we'd love to get in touch. Give us a call at our Guest Education Centre (1.877.263.9300) or jump on live chat to speak directly with an educator. We look forward to speaking with you soon!"", 'LL_response_date': 'February 7, 2019'}"
"Fast & Free Full Length Tight Nulux 28""",https://shop.lululemon.com/p/what-we-love/Fast-And-Free-Full-Tight/_/prod9200031?color=27783,3.6 out of 5,1,Stretched out - not the same pants as first wear,"Bought these in Gator Green in October. Loved them! So went back last week for a black pair. First wear, they were perfect. Second wear, I didn't notice anything. Since my third wear, they seem to have no compression. I guess they stretched out, but so much that I feel I should have a size or two smaller. I thought at first I have a defect, but as I look through other reviews, I think I just got lucky with my first pair because it seems to be a recurring problem. I would highly caution against this pant style.",1 out of 5,ATAYL,"OTTAWA, ON, CANADA",SWEATY GENERALIST,18-24,SLIM,,,fit after wear,2019-02-06,0,0,"{'LL_response_content': ""Hey atayl,\n\nThanks for taking the time to share your feedback with us. I'm sorry to hear your Fast And Free Tight has not retained its shape. We stand behind our gear and want to make this right. Keep an eye out for an email coming your way. Chat Soon!"", 'LL_response_date': 'February 6, 2019'}"
"Fast & Free Full Length Tight Nulux 28""",https://shop.lululemon.com/p/what-we-love/Fast-And-Free-Full-Tight/_/prod9200031?color=27783,3.6 out of 5,1,Beautiful,Gorgeous fabric /fit. Love the pattern. Was always just a black tight girl. Love these and get lots of compliments.,5 out of 5,KDIMSDALE,MICHIGAN,SWEATY GENERALIST,55-65,ATHLETIC,,fabric and pattern,,2019-02-02,1,0,{}
"Fast & Free Full Length Tight Nulux 28""",https://shop.lululemon.com/p/what-we-love/Fast-And-Free-Full-Tight/_/prod9200031?color=27783,3.6 out of 5,1,SEE THROUGH,"For spending 130 dollars on a pair of pants I don't expect them to be see through, I bought a pair of Heather grey awhile back and I love the way they look I took them to a class and my friend said she could see my underwear. Im so disappointed in the recent quality of Lululemon for the price Im paying I expect not to see my skin underneath.",2 out of 5,ISPENDTOOMUCHMONEYHERE,"ST. LOUIS, MO",DANCER,18-24,ATHLETIC,,shape,see through,2019-01-29,1,0,"{'LL_response_content': ""Dear Ispendtoomuchmoneyhere,\n\nThank you for taking the time to review the Fast And Free Full Tight. We want you to know, feedback is at the heart of everything we do and we'd love to make this experience right for you. To carry on this conversation, we've sent you a follow up email. Chat soon!"", 'LL_response_date': 'January 30, 2019'}"
"Fast & Free Full Length Tight Nulux 28""",https://shop.lululemon.com/p/what-we-love/Fast-And-Free-Full-Tight/_/prod9200031?color=27783,3.6 out of 5,1,Don't Hold Their Shape,"Love them at first, but after a few washes they no longer hold their shape. They are no longer flattering to wear, so they sit in the drawer.",2 out of 5,SKATINGTOTHERHYTHM,"EDMONTON, AB, CANADA",DANCER,18-24,ATHLETIC,,,don't hold their shape,2019-01-29,0,0,"{'LL_response_content': ""Hey SkatingToTheRhythm,\n\nThanks for taking the time to share your feedback with us. I'm sorry to hear your Fast And Free Full Tight has not retained its shape. We stand behind our gear and want to make this right. Keep an eye out for an email coming your way. Chat Soon!"", 'LL_response_date': 'January 29, 2019'}"
"Fast & Free Full Length Tight Nulux 28""",https://shop.lululemon.com/p/what-we-love/Fast-And-Free-Full-Tight/_/prod9200031?color=27783,3.6 out of 5,2,Hate to say that I'm disappointed,So I'm really disappointed with these... I have so many Lulu leggings and absolutely swear by them but I put them in the wash and they have wholes in the butt... Considering the fact that these leggings are 140$ I was really disappointed and it makes me nervous to buy more from Lulu. Have they changed the material? They have just been sitting in my drawer and definitely haven't got my moneys worth.,2 out of 5,BRENNAHAGGARTY,"EDMONTON, AB",YOGI,18-24,ATHLETIC,,,,2019-01-27,0,0,"{'LL_response_content': ""Dear Brennahaggarty,\n\nThanks for taking the time to share your thoughts on the Fast And Free Full Tight. We're sorry to read of your recent experience and would love to discuss this further. We’d like to get to the bottom of this and work towards a resolution, so I've sent you an email to follow up."", 'LL_response_date': 'January 27, 2019'}"
"Fast & Free Full Length Tight Nulux 28""",https://shop.lululemon.com/p/what-we-love/Fast-And-Free-Full-Tight/_/prod9200031?color=27783,3.6 out of 5,2,Meh,"The Fast and Free tights do not hold their shape. After a few wears and washes, the butt and knees are not returning to their original shape. I will stick with Luxtreme.",3 out of 5,LOVETOLAUGH22,"CHICAGO, IL",SWEATY GENERALIST,35-44,CURVY,,high waist,quality,2019-01-23,2,0,"{'LL_response_content': ""Dear LoveToLaugh22,\n\nThank you for taking the time to review the Fast And Free Full Tight. We're sorry to read of your recent experience and would love to discuss this further. Please give us a call at our Guest Education Centre (1.877.263.9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!"", 'LL_response_date': 'January 25, 2019'}"
"Fast & Free Full Length Tight Nulux 28""",https://shop.lululemon.com/p/what-we-love/Fast-And-Free-Full-Tight/_/prod9200031?color=27783,3.6 out of 5,2,My go to tights,"These tights fit me perfectly, and are flattering. I really like the fabric - it doesn't get too hot when taking classes inside like many other tights do. I go between 2 sizes at lululemon and the smaller size works best for me.",5 out of 5,KAT215,PENNSYLVANIA,SWEATY GENERALIST,35-44,ATHLETIC,,,,2019-01-22,1,0,{}
"Fast & Free Full Length Tight Nulux 28""",https://shop.lululemon.com/p/what-we-love/Fast-And-Free-Full-Tight/_/prod9200031?color=27783,3.6 out of 5,2,Seams Unraveling,I normally LOVE Lululemon tights because of their style and quality. But this pair was a total letdown. I have worn these pants twice and followed the instructions for washing (gentle cycle and air dry). But the seams are unraveling--in different places. I really hate that I paid so much money for a pair of workout pants that only lasted 2 workouts!!,1 out of 5,TEEC,"HUNTSVILLE, AL",SWEATY GENERALIST,35-44,ATHLETIC,,,quality,2019-01-22,0,0,"{'LL_response_content': ""Dear TeeC,\n\nThank you for taking the time to share your feedback with us. I'm sorry to hear that the Fast & Free Tight is not performing for you. Give us a call at our Guest Education Centre (1.877.263.9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!"", 'LL_response_date': 'January 22, 2019'}"
"Fast & Free Full Length Tight Nulux 28""",https://shop.lululemon.com/p/what-we-love/Fast-And-Free-Full-Tight/_/prod9200031?color=27783,3.6 out of 5,2,Fav Group Fitness Tight,"Love the fit! Best all around tight for all things group fitness. This is my go to pant for cycling, strength, and core classes. Sweat wicking and moisture control is great too. Get a pair!",5 out of 5,MELM456,"LAFAYETTE, IN",YOGI,35-44,ATHLETIC,,,,2019-01-22,0,0,{}
